208.2,629.6,955570265
208.8,614.7,955570283
207.1,609.3,955570299
203.5,602.2,955570331
203.6,585.9,955570344
211.0,587.2,955570357
213.7,587.5,955570375
228.1,588.9,955570389
230.6,590.9,955570399
227.9,604.0,955570418
226.5,599.2,955570432
226.4,601.6,955570444
211.8,626.2,955570478
206.3,634.0,955570489
193.3,641.2,955570508
197.2,648.5,955570523
200.2,646.8,955570534
232.0,646.4,955570551
234.2,645.1,955570568
236.7,630.3,955570579
233.4,622.1,955570598
229.0,617.6,955570625
217.9,612.3,955570647
208.4,625.9,955570661
215.5,635.4,955570675
207.5,631.3,955570692
214.7,633.0,955570706
216.5,632.2,955570719
218.2,631.1,955570733
224.4,631.4,955570748
218.3,625.8,955570779
217.0,625.4,955570794
219.4,624.8,955570805
225.7,615.7,955570822
230.4,583.4,955570838
233.9,575.6,955570850
229.9,577.9,955570869
219.2,591.4,955570883
221.5,589.9,955570896
208.8,605.8,955570929
217.2,607.5,955570940
238.4,611.5,955570958
254.3,632.4,955570973
248.5,641.6,955570986
256.6,645.4,955571002
237.5,608.3,955571018
240.4,617.0,955571030
223.0,593.9,955571048
226.2,604.6,955571079
262.0,490.5,955571092
281.2,441.9,955571110
275.2,478.5,955571120
272.2,506.7,955571138
269.8,502.7,955571153
244.2,601.4,955571165
225.1,592.2,955571182
229.5,619.6,955571198
228.1,602.9,955571229
234.7,609.3,955571243
234.2,611.4,955571255
231.0,596.5,955571272
231.4,598.2,955571289
232.9,614.6,955571300
217.9,617.0,955571318
219.2,616.3,955571333
215.7,606.8,955571345
215.4,609.6,955571379
217.1,612.1,955571390
221.4,615.9,955571407
227.1,607.2,955571422
234.7,595.4,955571435
234.2,607.4,955571452
236.3,597.4,955571468
236.4,577.9,955571481
233.0,559.2,955571497
215.4,597.2,955571529
210.5,608.1,955571542
215.0,607.0,955571559
216.9,606.7,955571570
212.4,640.2,955571587
219.7,626.2,955571602
246.5,626.5,955571615
249.0,618.4,955571632
248.9,617.3,955571648
253.7,817.1,955571798
221.5,577.9,955571828
210.6,620.7,955571840
207.5,616.5,955571857
199.3,624.6,955571872
191.3,620.5,955571884
211.3,608.4,955571902
209.7,616.0,955571917
210.6,624.9,955571930
209.9,610.3,955571948
211.7,624.8,955571976
221.5,631.0,955571994
195.6,598.6,955572008
193.1,600.1,955572020
198.7,608.4,955572038
200.7,612.1,955572052
195.7,610.9,955572068
227.7,632.1,955572082
232.7,635.9,955572097
241.6,646.1,955572131
229.3,643.3,955572143
221.7,641.2,955572156
216.6,636.3,955572173
215.9,624.7,955572188
205.4,613.3,955572200
205.0,530.9,955572217
206.6,523.7,955572233
223.7,462.8,955572246
233.3,409.6,955572279
213.0,489.6,955572290
192.7,547.7,955572309
182.8,586.7,955572323
180.4,604.1,955572335
180.6,607.2,955572352
183.1,607.2,955572369
183.7,605.8,955572379
185.5,604.9,955572397
189.4,609.2,955572429
191.6,612.3,955572444
190.5,610.4,955572459
191.2,609.3,955572470
201.4,597.1,955572489
200.6,597.9,955572502
194.7,610.2,955572515
195.8,608.9,955572533
195.8,607.5,955572548
194.8,608.6,955572580
198.6,609.3,955572593
198.1,614.0,955572605
203.5,611.3,955572622
206.8,611.2,955572638
207.8,607.6,955572650
208.2,607.1,955572669
207.4,608.0,955572682
209.1,620.8,955572695
216.4,621.7,955572729
211.8,616.7,955572740
208.6,621.1,955572758
204.7,618.4,955572773
210.1,611.4,955572785
209.3,608.6,955572802
211.2,609.7,955572819
213.0,615.0,955572830
224.4,630.3,955572849
233.8,648.2,955572877
229.9,641.1,955572894
219.0,612.7,955572908
220.9,607.1,955572920
228.0,564.1,955572938
228.6,580.6,955572953
225.8,583.3,955572965
215.7,576.7,955572982
220.0,579.5,955572998
215.4,601.5,955573030
219.2,606.0,955573043
209.0,604.8,955573055
209.1,592.6,955573072
209.7,588.8,955573089
219.2,605.8,955573100
214.0,576.7,955573118
212.1,581.4,955573132
210.2,582.9,955573145
210.4,593.2,955573179
214.4,607.5,955573191
214.4,599.5,955573208
215.9,601.1,955573223
215.8,605.6,955573235
223.9,573.0,955573252
223.8,578.6,955573269
224.3,583.4,955573281
234.5,596.9,955573297
234.3,606.9,955573326
236.8,617.8,955573346
252.6,649.5,955573364
247.6,647.3,955573375
257.2,632.1,955573389
250.7,635.5,955573407
250.6,634.8,955573418
238.6,624.2,955573435
235.9,619.2,955573452
234.2,587.5,955573483
233.1,589.6,955573497
241.8,627.9,955573509
248.7,637.8,955573521
246.9,643.3,955573537
252.4,644.4,955573549
262.1,642.6,955573566
269.2,642.6,955573589
275.4,642.8,955573599
278.3,645.2,955573634
278.2,646.3,955573645
272.8,646.2,955573661
258.1,642.9,955573678
254.6,641.7,955573688
248.3,635.2,955573704
232.6,627.2,955573722
230.8,621.7,955573735
230.4,609.8,955573752
228.8,607.4,955573777
226.2,598.8,955573793
228.3,606.3,955573808
231.3,543.9,955573820
238.9,573.3,955573837
259.0,476.5,955573853
259.3,496.4,955573867
256.3,512.5,955573882
255.4,521.8,955573899
241.3,584.3,955573929
226.4,589.7,955573943
226.5,586.3,955573957
224.8,588.2,955573972
238.0,606.3,955573988
244.9,613.3,955574001
241.1,612.4,955574017
246.5,599.4,955574033
252.0,601.6,955574047
246.5,613.7,955574079
241.1,614.7,955574091
243.2,608.2,955574108
249.4,595.7,955574124
251.3,629.5,955574136
245.3,597.0,955574152
247.0,603.3,955574168
246.2,610.6,955574182
245.9,605.8,955574197
241.5,604.7,955574229
242.1,601.1,955574242
235.2,592.2,955574257
233.3,581.1,955574272
236.0,577.0,955574289
239.8,577.6,955574302
247.7,580.9,955574316
249.9,584.4,955574333
254.5,610.7,955574347
262.4,592.3,955574378
259.1,596.2,955574393
252.4,602.9,955574407
249.7,605.6,955574423
249.9,606.5,955574438
254.8,639.3,955574450
256.9,630.5,955574467
263.4,610.4,955574485
269.6,590.5,955574495
267.6,560.9,955574529
275.4,520.9,955574542
277.0,535.2,955574557
271.6,552.8,955574573
253.2,607.8,955574585
240.1,637.9,955574604
241.7,596.9,955574617
238.6,587.5,955574630
246.7,617.5,955574647
250.2,612.5,955574679
260.0,601.1,955574692
263.4,606.6,955574708
244.8,637.4,955574720
249.3,632.7,955574737
239.9,637.7,955574753
238.8,636.8,955574766
244.6,628.4,955574782
243.4,618.7,955574798
245.3,600.3,955574828
225.8,611.0,955574843
230.1,605.8,955574857
235.6,600.6,955574873
241.7,595.8,955574888
238.3,599.0,955574900
262.7,575.6,955574917
261.9,569.6,955574933
265.9,549.6,955574945
256.1,583.5,955574979
257.1,580.5,955574990
259.6,570.7,955575007
254.5,579.9,955575023
242.5,585.4,955575035
245.4,580.4,955575052
248.5,576.3,955575067
233.3,587.4,955575080
239.6,579.6,955575097
236.4,577.7,955575128
250.2,576.4,955575142
257.2,572.9,955575157
247.2,596.3,955575170
237.3,581.0,955575188
235.4,579.2,955575203
223.3,570.0,955575215
231.3,561.4,955575232
280.8,489.4,955575248
295.7,494.4,955575278
310.7,456.8,955575292
329.3,421.8,955575305
309.3,497.2,955575323
298.8,513.9,955575338
273.1,575.2,955575350
260.7,516.1,955575367
257.2,510.4,955575382
242.9,572.4,955575395
247.8,574.4,955575429
249.8,612.8,955575440
282.5,628.4,955575458
264.4,619.8,955575472
270.9,626.1,955575486
274.6,617.8,955575502
274.8,616.0,955575518
271.6,616.6,955575530
269.0,609.5,955575547
265.6,621.8,955575579
267.1,620.5,955575592
265.6,618.4,955575608
255.7,624.4,955575620
264.6,599.4,955575637
263.6,597.1,955575653
257.9,601.7,955575665
258.0,593.6,955575682
255.2,593.2,955575697
230.5,567.3,955575728
231.7,574.0,955575743
226.1,565.6,955575757
251.2,571.5,955575773
253.4,580.8,955575790
259.7,585.8,955575800
260.0,584.1,955575817
262.3,585.4,955575832
262.6,582.9,955575845
258.4,578.3,955575878
257.8,601.1,955575890
260.8,598.4,955575910
261.3,602.5,955575922
259.3,597.4,955575935
259.7,594.1,955575952
259.6,599.0,955575967
259.1,599.5,955575980
273.6,603.9,955575997
273.1,602.7,955576027
276.0,603.8,955576042
266.2,594.1,955576058
263.4,609.1,955576070
266.3,587.5,955576087
267.9,593.4,955576102
273.9,593.5,955576114
265.3,604.8,955576132
260.9,607.4,955576147
231.9,597.4,955576178
230.6,590.4,955576193
238.2,572.8,955576207
240.9,575.1,955576224
244.6,591.1,955576237
246.5,597.3,955576250
245.8,597.6,955576268
241.1,588.1,955576283
244.3,592.8,955576295
232.9,579.3,955576328
233.6,608.8,955576340
236.9,606.4,955576357
244.7,596.1,955576373
243.7,611.2,955576385
273.2,601.9,955576402
269.6,615.1,955576417
260.8,630.6,955576430
249.0,614.6,955576447
265.4,553.5,955576479
249.2,539.7,955576492
247.2,534.0,955576507
246.4,538.8,955576520
248.7,528.6,955576537
243.5,535.0,955576555
252.8,552.5,955576567
259.2,562.9,955576582
261.6,621.2,955576597
265.7,646.4,955576630
265.6,651.5,955576643
264.8,654.0,955576655
257.3,624.1,955576673
208.2,436.7,955576687
206.7,423.6,955576700
214.9,450.9,955576718
216.3,457.8,955576731
220.7,477.8,955576745
275.6,630.1,955576777
281.2,648.5,955576789
274.0,630.5,955576807
273.4,629.0,955576823
273.0,629.0,955576834
271.6,629.6,955576851
270.2,620.8,955576866
265.9,610.7,955576879
263.8,604.6,955576896
248.4,595.7,955576925
241.1,590.5,955576941
239.9,593.2,955576956
236.7,597.2,955576969
233.4,599.4,955576986
236.2,601.9,955577001
239.6,603.7,955577013
241.7,604.2,955577031
241.7,607.5,955577046
253.4,642.0,955577077
252.9,650.1,955577091
238.9,650.1,955577105
239.9,622.9,955577121
239.5,638.8,955577138
241.1,640.4,955577151
240.3,631.5,955577166
256.2,619.5,955577181
261.1,613.5,955577194
253.7,625.7,955577227
256.6,626.2,955577240
259.9,627.4,955577256
264.0,636.7,955577271
266.2,640.1,955577284
269.2,631.7,955577307
263.1,624.3,955577322
244.8,598.9,955577331
247.4,598.9,955577347
250.2,599.5,955577377
249.0,597.1,955577392
254.9,600.6,955577408
255.9,602.1,955577422
255.3,580.9,955577437
258.8,572.8,955577453
259.3,573.8,955577466
269.6,565.3,955577482
264.9,572.9,955577498
272.0,563.9,955577528
256.5,576.2,955577543
251.1,574.1,955577556
226.6,587.0,955577572
220.4,593.7,955577588
222.6,608.4,955577601
222.2,610.2,955577617
222.9,596.1,955577632
225.8,571.1,955577646
236.0,396.3,955577678
228.9,464.8,955577692
232.0,478.4,955577707
233.9,492.3,955577723
239.0,504.4,955577737
248.4,593.6,955577752
232.2,639.1,955577768
